worker_id,task_id,task_response_id,Profanity,Canonical Form 1,Canonical Form 2,Canonical Form 3,Category 1,Category 2,Category 3,Severity Rating,Severity Description
ZWJMPXDTKNQD,34fc7a1c-d03e-4000-bcf0-bdf511f45828,c1fc0379-a473-4296-9578-6a66757ca3af,spunk,spunk,"","",bodily fluids / excrement,none,none,1.2,Mild
EZCVAWE2HAMP,80394685-9b69-40bf-9546-48c8730bc58c,26ca38e7-603a-4f97-97e7-19be37849558,skanks,skank,"","",sexual orientation / gender,none,none,1.2,Mild
TATMTQ3AXJX6,d732065e-f89e-4ea7-9543-d35369321aa0,0169eaa0-86ce-4549-aece-3f06701f2382,snatch,snatch,"","",sexual anatomy / sexual acts,none,none,1,Mild
KHP239VPK9M3,4c7e608b-d173-412e-922e-b9642c503cbd,c8b59668-467a-4c41-ae75-d2d9ceff734e,suck my cock,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
7YE67VWQC43W,a0b29ee5-89e1-4efc-96b0-8fc9e82641e6,cd1d9340-c29f-4d52-b9f1-5ec57892f576,shlong,shlong,"","",sexual anatomy / sexual acts,none,none,1,Mild
7ZGW996YFZ6X,0952bd45-9e21-4120-9881-b3f696920ef0,d537ad27-23ea-4f62-a3d2-ce35936f78ff,stupid hoe,hoe,"","",sexual orientation / gender,none,none,2.4,Strong
MTCJYTYKKHZJ,8785286d-0232-498a-b971-523afd00c340,55665fde-42bf-4371-96da-f2b84f7d6e15,slanty,slant eye,"","",racial / ethnic slurs,physical attributes,none,2.6,Severe
NFN2M74RPJ2Q,9a97241d-f2bb-4084-9c4f-870a2354f2ce,079f0cad-971f-4363-8d39-b25f79bcbbe1,sluts,slut,"","",sexual orientation / gender,none,none,1.6,Strong
CAG2KV7YTM69,e35036c9-67c4-495f-9aac-58ed0697a400,3dcef566-d095-4eae-b588-46d6876d4a57,shitter,shit,"","",bodily fluids / excrement,none,none,1,Mild
VME4939DFDXR,2ddf383f-c1c9-460b-9e80-92474fb3b44f,4d13bc26-45c7-4c10-9c97-1d8e39c1fb73,sl@nteye,slant eye,"","",racial / ethnic slurs,physical attributes,none,3,Severe
7FWVPWN76TG6,34def457-90db-4fe7-be72-80e35b73367b,16b363cf-a394-4e73-b2f0-f3377f6f1b31,spig,spic,"","",racial / ethnic slurs,none,none,2.6,Severe
R3CDKNC3PH6K,e05cab82-144f-4cea-915c-4beb276a2882,3bf34874-c3bc-4ac0-a908-2e0cc57f7e83,shitty mofoes,shit,motherfucker,"",bodily fluids / excrement,sexual anatomy / sexual acts,other / general insult,1.6,Strong
7ZGW996YFZ6X,8fa94499-f03b-4b54-bd6a-7ee2ab5b9455,0925236b-2d31-437f-afd8-b0b53cd7aafc,soppy bollucks,bollocks,"","",sexual anatomy / sexual acts,none,none,1.6,Strong
QQYCQPQK6WFA,17d00ff2-9f53-4021-bdc7-6da5fb3fadbe,dffb6f5d-65bc-4e15-99e9-e1d567d46493,shits,shit,"","",bodily fluids / excrement,none,none,1,Mild
VNAQPVX4R36A,84d664e6-804a-4a26-9ca4-0e623e5279f1,28307fdd-149c-4d3c-be0f-89904b4c223b,shitties,shit,"","",bodily fluids / excrement,none,none,1,Mild
NFN2M74RPJ2Q,4e413581-5a33-4f11-9b10-26e0d89fb7cb,0c469634-b3ac-46cf-8e58-8b1583fd948d,shittasticfuck,fuck,shit,"",bodily fluids / excrement,none,none,2.2,Strong
NJVC7EWZEGNF,34cee20a-870b-4e3a-8f36-56298f8dcd21,d7b9dd5e-5274-47dd-b423-be3b14a19c0c,sonz of bitchez,bitch,"","",other / general insult,sexual orientation / gender,none,1.8,Strong
4JATFGXWXQXX,33b23f7f-cbc4-4311-bfb3-aea8e74771ef,e8160514-2c5c-482e-b8e6-3562ba5ae2ba,shittyfuck,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong
76VNAHQ9VAC3,1af4b3ea-e2a8-4459-af49-c6b1ac4f1141,cacf0e5d-3e04-45c1-9dfd-a2565d6fb436,shitheadfucker,fuck,shit,"",sexual anatomy / sexual acts,none,none,2.8,Severe
7FWVPWN76TG6,f82f6ec7-85b9-40e5-a19b-7f39c8e5d0e1,a8291496-999f-4b03-b38d-b604126c9f15,sonna bitch,bitch,"","",sexual orientation / gender,other / general insult,none,1.2,Mild
T7FRE9A966VX,b426ba7c-95d0-41e7-ab08-36bab39c4779,66cb9220-6525-4315-8279-cbcb775b28bb,suck,suck,"","",sexual anatomy / sexual acts,none,none,1,Mild
6FCQKE2GMKG2,0be1019d-1336-4d51-9efe-0ab925cac6bc,b97d78fd-9b2e-4f92-8f7f-382c6bb82d5e,shittyfuckface,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.2,Strong
WQCJVFDPQFEC,d5c6689e-9f3e-4753-ac82-8720389e70dc,08e50763-db9a-43c5-a369-fe6c4b0e691a,slut hole,slut,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,2.4,Strong
VDCA2EXAVGNA,9c8a2e93-0c7b-4c5a-bc62-b8b8563d27da,524d88ba-e564-4bc6-833a-433735e539aa,shitsful,shit,"","",bodily fluids / excrement,none,none,1,Mild
6FCQKE2GMKG2,0f0e00f3-3197-4f28-8ca8-6557a2cb2a34,fb216b7f-d7a0-49f0-b658-d0229831bebc,shittiest,shit,"","",bodily fluids / excrement,none,none,1.2,Mild
4KDNMYPMNZXC,4df4b2c7-5b88-4559-ab1e-89ee27e0c127,5e2c6c92-0a32-4dfd-9686-4e18724e38cb,slanteyeshit,shit,slant eye,"",bodily fluids / excrement,racial / ethnic slurs,none,3,Severe
AZZDZJGYZWJ3,101d5936-7bad-4b94-a257-c1fc632d12a1,f6f22c66-c1b8-41da-b4fd-eb7844f9c41e,sk@nky,skank,"","",sexual orientation / gender,none,none,1,Mild
WZZMK43NG9CA,9d7226a7-50b2-42e1-bf4d-e9bec89c704b,fe38a98d-92e8-4c7c-b748-3c785c48866f,son o bitch,bitch,"","",sexual orientation / gender,none,none,1.6,Strong
VDCA2EXAVGNA,fc20adf7-f418-47c3-8d6f-38578fc95387,52d9dfbd-59ae-4fa1-9960-61e3a3e122a7,skank,skank,"","",sexual orientation / gender,none,none,1.8,Strong
6MGAKZMPP9PV,10748452-5573-498c-b01e-ca7b0a2c8830,e0c74e5d-7929-46ae-80cd-6ca2bff1c91b,sk@nkz,skank,"","",sexual orientation / gender,none,none,1.4,Mild
ZW9ZNGVMAYNQ,cca17312-ba17-4685-bc71-16e9b24bc2db,f009f604-dfea-4e83-82d4-b4adfb070bf3,shittydick,shit,dick,"",bodily fluids / excrement,sexual anatomy / sexual acts,none,2,Strong
VDCA2EXAVGNA,9ec34071-8a98-4ddd-918b-302625c14f4c,29f16021-7a6c-4709-a230-2e7d7513b7a1,shitfreak,shit,"","",bodily fluids / excrement,none,none,2,Strong
4P9YD6FMKH9T,500d6782-9f3c-4d0f-94c3-777cce3b7a12,45b2b9dd-0ca4-48db-bef4-ad7fe7884656,spics,spic,"","",racial / ethnic slurs,none,none,2.8,Severe
4ZM7WJWCMFNJ,03b2ca84-9f48-4967-9137-fdcda2ba11f6,d5a3b7dc-9421-408e-be4e-f83f027dd29b,shitte,shit,"","",bodily fluids / excrement,none,none,1,Mild
4P9YD6FMKH9T,ccded9a3-cc8e-4c6d-8ff7-c58dbad6ba83,70f96436-2dea-48f6-8c5e-8c8842f3530d,shittyful,shit,"","",bodily fluids / excrement,none,none,1.6,Strong
4ZM7WJWCMFNJ,9efc5c7f-39f5-4a37-88cd-f148ae6bd598,1ae11e8b-399d-483f-8c75-70718d8a0bd3,slanteyes,slant eye,"","",racial / ethnic slurs,none,none,3,Severe
DQF4H44Q9Y7G,c6b68cf2-292b-4776-a57c-3fddf1cb287f,2d3f6c53-274f-460c-845f-4b997940cb1c,shithole,shit,"","",sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong
ZW9ZNGVMAYNQ,87605888-c3ce-4fda-b50f-38e27848fad8,956acbb3-7622-462c-8f14-90e7ac0d6b0e,skanky,skank,"","",sexual orientation / gender,none,none,1.4,Mild
ZPKZ7DZQ4Y2J,fc2b44da-a84b-4a9d-9e36-164cec6ff901,af2e9d82-b6f1-4c79-9f62-4bb30e16e36f,shittydicks,shit,dick,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2,Strong
TC9FHXCXZWRA,b1a1113b-6598-4793-aa64-31dfd89046c6,9f1692ec-770a-4146-9e93-a629e331cfb1,shitheadfuckface,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.4,Strong
Z7J7W3XCP4XC,650f7e3b-0855-4368-ac01-c115994ed1e6,fd9fa39f-ccd3-4671-8559-5c68ff0d4c89,sissy,sissy,"","",sexual orientation / gender,none,none,1,Mild
NE6AHWDY7MDY,45cd4588-c079-4655-ac98-802d69444a18,78029092-77df-413e-9171-51fa93e619d0,sons of b1tches,bitch,"","",sexual orientation / gender,none,none,1.6,Strong
T7FRE9A966VX,ac8de5ff-e0dc-4635-9e4c-e88df85c9063,e03ee5a3-6e9f-428a-a947-e723d4a437f4,shitfucks,fuck,shit,"",sexual anatomy / sexual acts,none,none,2.4,Strong
7DY9YPQK4HG7,f0fa5a04-acbb-4904-adaf-cf256724aa30,d10a79e8-8a8b-42d5-9d8a-82045870bd23,shittastic,shit,"","",bodily fluids / excrement,none,none,1.2,Mild
PRHKRKYHGDVF,6c9e4103-3851-43a6-832c-a9d3273c34b2,14858828-fd94-4cf7-b3e7-46fd5384e87a,shtfuk,shit,fuck,"",other / general insult,bodily fluids / excrement,none,1.8,Strong
WQCJVFDPQFEC,3c45d2df-b2f4-497a-bb50-0624f0035eb1,12b744b0-a1b8-480a-b3d8-cb22573f7c70,shitfuckhead,fuck,shit,"",other / general insult,bodily fluids / excrement,none,2.6,Severe
6CRGYVYGRKNR,d10b32d7-728a-407b-bd9f-9ba14b2c7779,c750f777-fce1-482a-b3ee-6e3328b9c4cf,spook,spook,"","",racial / ethnic slurs,none,none,3,Severe
2TF6K69NCTKJ,182bc33d-5ef2-4c7e-8b03-e32067e8c8bd,97194a99-793f-48c4-ab88-008b7dd269d2,shittings,shit,"","",bodily fluids / excrement,none,none,1.2,Mild
FDMQXAZTF74K,01284a63-922d-410d-b641-47caeda4fcb2,5612fc4a-94c2-4f49-a897-a8a350d2b8df,sk@nks,skank,"","",sexual orientation / gender,none,none,1.6,Strong
KXPAF3YFMRZY,ca2a7b00-bd83-4079-bece-93f42e434973,1ba74a75-a800-4963-9da4-b046c2b80f3a,spick,spic,"","",racial / ethnic slurs,none,none,2.8,Severe
TC9FHXCXZWRA,de5bb8cd-8c85-4a03-b496-d94c31ff17e6,10aec337-0aa4-4b69-9850-49ce02489521,shitti,shit,"","",bodily fluids / excrement,none,none,1,Mild
RGDCWYTV6K79,764dedd2-adda-4049-ac84-2c36f6552dbe,0a8f6e48-9829-4aaa-bb2c-bf8cb4d4b57b,sperm,sperm,"","",bodily fluids / excrement,none,none,1,Mild
AZZDZJGYZWJ3,5b46e828-661a-4a05-af31-45d4524774c8,65df25d2-2542-4d16-af1c-d02123213d28,shitted,shit,"","",bodily fluids / excrement,none,none,1.2,Mild
3MMFR6RXMZM2,bd879c5c-4041-4b69-bad2-614453883c9b,60f7dcfc-12a5-4d73-8f89-c60eb0f03d76,snatch licker,snatch,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
3796EY394VG3,3a763a17-41f5-45e9-88ac-b619b420f005,167eab59-cbb4-4237-ab52-60aa571d259c,shitfucker,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.4,Strong
NE6AHWDY7MDY,13f558f9-9242-42e6-bb06-a893119deeec,22b78a15-e1bb-4334-9416-9e85f5608897,stfu,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,1.8,Strong
AZZDZJGYZWJ3,f78b2c10-cbbf-484e-84bd-974ac0ff75e4,5b693c32-ac1a-48f5-ba84-22d672276d1d,slantard,retard,slant eye,"",racial / ethnic slurs,none,none,2.8,Severe
7N79W4MCYAVW,3f17c088-bf95-4a5e-a68c-b6eeed702234,45a9d614-f32f-46a6-8d5e-c25c67a79f38,shithead,shit,"","",bodily fluids / excrement,none,none,1.8,Strong
ZPKZ7DZQ4Y2J,8fc51879-a456-4609-ab69-657c69a1d363,1122b677-17b3-467c-8f61-fe25035f64b6,stupidasses,ass,"","",sexual anatomy / sexual acts,mental disability,none,1,Mild
QHKQ32WVQEGN,8a186c07-b2cc-4f37-ae42-b989fe4d8d83,b4a23825-4fa7-4aca-8820-91688849a607,shitfudgefucker,fuck,shit,fudge packer,bodily fluids / excrement,other / general insult,none,2.6,Severe
4RHRV9MACQGW,b2be361b-2150-4cb2-9e58-775ffa25a7e9,83c4fcba-9d50-4d26-83d3-b09ddc3221dc,shitterfucker,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.6,Severe
AMXMPYF9CYAJ,93fe2087-49aa-4f6a-a3ff-485ff4401a97,c246bffb-9a58-41ef-addc-7d1091b13ef9,shytfeisterfuck,fuck,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
WZZMK43NG9CA,cf08d89a-06e0-4861-b07e-28c6854a6706,f5367561-2bc0-4b07-8e5d-d9ddb235baaa,spicshit,spic,shit,"",bodily fluids / excrement,racial / ethnic slurs,none,3,Severe
7DY9YPQK4HG7,980e9e68-9759-463a-920d-137c897da16b,70802e96-bc34-4c07-ba29-198a9afb4a1f,slag,slag,"","",sexual orientation / gender,none,none,1.6,Strong
APKAYMEPJ3TR,8128980e-69d8-49ae-9e80-8ca8b8bdb89e,18895b97-745c-4e94-8df7-9d1015b0556b,shitsdick,shit,dick,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong
4RHRV9MACQGW,d8dfd44f-af93-4d1a-9247-231e575bcc0f,591fc0ba-30e0-4e5c-b8f9-b531312db81e,spanking,spank,"","",sexual anatomy / sexual acts,none,none,1,Mild
GGXWVNZT3PAC,a4fcbeb1-231e-4014-ba43-64297e05b2f9,2dad2eb5-f1cd-4900-9933-ca9ccc686cf6,s&m,sadomasochism,"","",sexual anatomy / sexual acts,none,none,1,Mild
6MGAKZMPP9PV,2159cf5d-2638-47d9-bd59-74a2cf4a8530,6e54b0b8-98ed-48fe-b3a9-c90bf1cbc990,sh1tty,shit,"","",bodily fluids / excrement,none,none,1.2,Mild
FXEXXAC2PT3N,cdd8d636-3faf-4add-8510-d60fc85ecee1,918a39d1-96ff-419c-9b2d-99fd4dbc5776,shitd1ck,shit,dick,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2,Strong
4FRFD66TK6XE,408b26ff-2ec4-410d-91f2-1d324f6bc0db,482ba4c9-c572-4017-9278-69a777042650,shitbird,shit,"","",bodily fluids / excrement,none,none,1.8,Strong
NA9PJYHM9YVK,39be2114-a153-4aad-8056-ff828947722b,916718d3-69c4-4026-b913-0d30dc85b698,s.o.b.s,bitch,"","",other / general insult,sexual orientation / gender,none,1.6,Strong
APKAYMEPJ3TR,56337613-e155-4a9d-a379-7429e6f49410,c39de437-ea6d-44d2-80e7-54b0a5a2df36,shitefuck,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,1.6,Strong
PRHKRKYHGDVF,91bd5dc2-873e-4e35-801a-2353f11e5f0d,a1ce7f3f-fcbb-4fcd-9fbf-512cd4597e94,shit licker,shit,"","",bodily fluids / excrement,sexual anatomy / sexual acts,none,2,Strong
4YNXDR4CKEZM,90628907-f97d-404b-ab3c-1caaf8f55a2f,8bd88c3d-f894-4ddd-8e1a-5088961b9e1a,shitdicks,shit,dick,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2,Strong
6MGAKZMPP9PV,cf882e5e-8fc3-48c0-9715-737c1e8fc6cd,99b255b0-69e7-4ec3-8e01-98dd4720459f,shet,shit,"","",bodily fluids / excrement,none,none,1,Mild
HWDQZR3ZTFRN,f8a75de5-eaa7-41ea-94c3-8377b79db981,0bbdc074-74ce-477a-a618-4e8911a11944,shi+,shit,"","",bodily fluids / excrement,none,none,1,Mild
3MEG6THYHV69,30ad7a9d-706f-45c0-aead-6a108e28b876,e8383644-502c-4f57-9e66-9c62098d04c1,shit-arse,shit,arse,"",sexual anatomy / sexual acts,none,none,1.6,Strong
72RMC62CGZNX,6688b878-da71-4b2e-b5f8-407bdd2fde8a,a6397a41-48f2-4918-8e83-690ce49756c7,shiesterfuck,fuck,shit,"",sexual anatomy / sexual acts,racial / ethnic slurs,none,2.2,Strong
ZFEQJC4ERT29,e0dd7443-8dad-42dc-b889-1885be4987d3,4de8156c-cabf-4cf6-87f0-bc72aefe46b7,shitedick,shit,dick,"",sexual anatomy / sexual acts,none,none,2,Strong
2TF6K69NCTKJ,fefcab04-ac40-4f2e-90e6-14c038215da6,d1a0a911-b79d-4da8-b9ad-55fdfd0d4c68,shitefulls,shit,"","",bodily fluids / excrement,none,none,1.8,Strong
QQZXXC9KWHQT,70846896-4413-47ba-aaac-2ab051c538d7,e4e81f92-345b-406e-ae27-f7b8457c0af3,s_h_i_s,shit,"","",bodily fluids / excrement,none,none,1,Mild
6CRGYVYGRKNR,8d9e69cc-b04b-4919-9804-4315a42afd84,43e7edef-dc21-4f42-a320-02b76aa1947c,sh1th3ad,shit,"","",bodily fluids / excrement,mental disability,none,2,Strong
DQF4H44Q9Y7G,9047c57c-8cfa-4797-bc2b-6ccd1fcc3466,102d9889-c63b-4bc2-b27b-65c92baf67db,shit for brains,shit,"","",bodily fluids / excrement,mental disability,none,1.6,Strong
6FCQKE2GMKG2,4494df2f-6e9d-4980-945a-394cbb23e711,3bba61e1-07b0-4d7e-8b38-4343e018c307,s-lut,slut,"","",sexual orientation / gender,none,none,1.8,Strong
4P9YD6FMKH9T,74c11f03-c782-4c6e-8289-489c17cf9abd,281b8e9f-dc19-4370-a890-4ed921239b32,shitfacefucker,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.6,Severe
4ZM7WJWCMFNJ,42ab2839-b5b7-4caf-a752-667c68dfe4ad,4af5c99e-e26b-480c-a978-19a704e028a3,shiesterfuckhead,fuck,shit,"",sexual anatomy / sexual acts,racial / ethnic slurs,none,2.2,Strong
NE6AHWDY7MDY,fe64340c-10ad-4ed8-8283-63699f8d4a61,932c8749-b90a-4162-bbb1-93707b6b2691,shitbag,shit,"","",bodily fluids / excrement,none,none,2,Strong
9RHJY2Q9ZTEG,55d2b49d-5b0c-446f-9cc8-75261891ae19,258224c6-86dd-4a46-8113-530aa0c2b904,shi+y,shit,"","",bodily fluids / excrement,none,none,1,Mild
D69JPMAFP9GP,0812816d-1d07-4987-900b-da04173f52cf,d85a94bd-95cd-43cd-9de4-dabb72509613,sheet,shit,"","",bodily fluids / excrement,none,none,1,Mild
JACFJNYCVQAH,e9ce52f3-f45b-4b59-8dee-194d1c57322f,0bdd3600-d12a-4979-9e46-af4136864c3d,shiteblimps,shit,"","",bodily fluids / excrement,none,none,1.8,Strong
QQZXXC9KWHQT,bc465c27-3f77-461c-8dd0-d09e5d38a8e6,3d829951-909b-4832-8e9c-f33c83c5f288,shitass,shit,ass,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2,Strong
DCRRXJFVW7R3,6ec66a5d-7ab0-4412-b10e-c4ee1f6a7737,9210d423-d1d5-4658-9e88-32ef665b6172,rim job,rim job,"","",sexual anatomy / sexual acts,none,none,2,Strong
HWDQZR3ZTFRN,2913cdf4-4ce5-402c-a3b0-5a2338fcaeb6,3acf82af-4cda-4242-b001-ff9c9272c371,scumfvck,fuck,scum,"",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
3MEG6THYHV69,9c100262-1000-439a-969f-1cb2413c270f,2e77640e-932d-4837-b08e-5d4162465c45,shit stain,shit,"","",bodily fluids / excrement,none,none,1.8,Strong
6CRGYVYGRKNR,00810960-efb0-46d2-b045-285902005e8f,ade05d40-f286-4a6e-aca0-598c2e1c6e97,shit face,shit,"","",bodily fluids / excrement,physical attributes,none,1.8,Strong
GGXWVNZT3PAC,ff96a6aa-6c40-4563-98fa-0b5e2615bfd3,7ea1699e-62d6-47a9-8003-24dcbfdd223e,shemales,shemale,"","",sexual orientation / gender,none,none,1.8,Strong
3796EY394VG3,27130bab-8ff6-4688-806a-b73d4d34481e,0852d628-f31d-4467-8f24-f60207660bab,shemal3,shemale,"","",sexual orientation / gender,none,none,1.8,Strong
T792AHKH46VR,37cf9248-cb9b-40e1-9d99-7c2dfa48f772,70b4b780-529f-4254-8bc2-f5bd958a8386,she-male,shemale,"","",sexual orientation / gender,none,none,2.8,Severe
3MEG6THYHV69,3dd46c1f-6e11-49c4-ab64-5b267a787923,9bae35cf-55ce-49fc-896c-b1a6b20966c7,shitbrain,shit,"","",bodily fluids / excrement,none,none,2,Strong
GGXWVNZT3PAC,ad22403c-6c22-4443-9325-328bd800ff24,59c854bc-b85e-4ce6-b728-415ca8c4d6a2,shit-stuffers,shit,"","",sexual anatomy / sexual acts,bodily fluids / excrement,none,1.8,Strong
4TG67HVWJNDP,f795856c-ce02-46d6-a24e-c3d2d6c452ab,552d2181-5451-45a5-acd2-2cbb36bfcfd7,shitfacefuck,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.8,Severe
QQZXXC9KWHQT,722b9c3d-284c-44b8-8c11-3fc3190b018d,bd35dd3b-8e94-4faf-a571-b93765e5f2a0,shit head,shit,"","",bodily fluids / excrement,none,none,1.8,Strong
GGXWVNZT3PAC,ac8df20c-24d0-44ce-92c0-9b48312ab516,e80e2a3e-aa1e-448a-8c85-0eb99e52a22c,shit fucker,fuck,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.8,Severe
QHKQ32WVQEGN,e29ce2c8-e15e-4024-aba6-a8cb20bb4f97,cb0b76c9-8245-45e3-a0d6-fdb0d71126cc,sheister,shit,"","",racial / ethnic slurs,none,none,2,Strong
NA9PJYHM9YVK,e3adabf2-c72c-432e-9544-4a5a06abb25a,d546ca10-faab-4c3f-8ccc-11687b3b38e9,shiat,shit,"","",bodily fluids / excrement,none,none,1,Mild
4RHRV9MACQGW,68ddb965-4324-457b-8db2-e174e1f6a22b,e58689fc-3a25-4f10-82aa-da8cc7985b57,s.o.b.,bitch,"","",other / general insult,sexual orientation / gender,none,1.2,Mild
6MGAKZMPP9PV,95b6f45a-d5ab-460f-b092-53b3dff61f30,5a373d43-2e10-44bd-9416-06c4f35d1a9c,scummy,scum,"","",other / general insult,none,none,1.2,Mild
4KDNMYPMNZXC,8bfe3988-8bf3-4df1-ab3a-61d7328b230a,b1b01e39-666f-4cba-90fd-627e8e0a835e,shit,shit,"","",bodily fluids / excrement,none,none,1.2,Mild
PRHKRKYHGDVF,ba25577e-7fce-4fe6-be6e-cea2c2645f81,57d7fd11-60db-4058-ac8c-53d23fa0d2a5,shited,shit,"","",bodily fluids / excrement,none,none,1.2,Mild
6CRGYVYGRKNR,3974dda4-0af4-4cc3-8286-2acc395f823e,c7926c85-da39-4b1b-8fb3-8aad7375f3ed,shemale,shemale,"","",sexual orientation / gender,none,none,2.6,Severe
7G7NZEEGPR4K,4021fe7c-c55b-4f88-bed2-168e03ab5367,55af45b3-6d7f-4081-a460-c3ddbae6b997,shitfaced,shit,"","",bodily fluids / excrement,physical attributes,none,1.2,Mild
ZW9ZNGVMAYNQ,4aca4489-4377-41e4-a7c8-6fcd5c4b875b,c0d6ef7b-208d-41a3-b606-e7f036e20369,sh3mal3,shemale,"","",sexual orientation / gender,none,none,2.6,Severe
H7M6APADMQ6Q,3ae30fd4-7001-4b94-b23a-863fd8eacbec,e43ebc1a-7c41-4e96-831d-0c4ddff140f2,shites,shit,"","",bodily fluids / excrement,none,none,1,Mild
DPNAMHPJRREC,e673156c-990e-4770-bac2-c4bebbae94de,ccca70b2-f4b9-4076-a97f-10393d61b1d7,sh1ts,shit,"","",bodily fluids / excrement,none,none,1,Mild
XJKGQQWFXKTX,20fac0ff-1d59-45de-9221-11245596550e,8ff69a8a-e755-434e-9f99-fb61953fdd55,shitehead,shit,"","",bodily fluids / excrement,none,none,1.8,Strong
JACFJNYCVQAH,baddf3a9-b2b8-46d1-88a7-a9131ef07fe4,a79d7470-1416-4e74-a6be-ac6b7a6852d3,shitassfuckface,fuck,shit,ass,sexual anatomy / sexual acts,bodily fluids / excrement,other / general insult,2.8,Severe
2VHW4RE6AKTN,b8acb18d-f48d-4409-bd4c-36f2043537d1,5ec426dc-ea74-49ec-a54a-e46716e2c6a7,scamfuck,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.4,Strong
FXEXXAC2PT3N,3f2d981e-addf-4091-b36f-4e89eed7cc9b,575eb221-59fa-44b1-ac61-8153c51081b8,schlong,schlong,"","",sexual anatomy / sexual acts,none,none,1,Mild
2VHW4RE6AKTN,39a06ea0-9b69-44bf-8aa1-5703bcbb0a0c,307e8cc7-021d-40c5-bc05-f622d9902a11,rice monkey,monkey,"","",racial / ethnic slurs,none,none,3,Severe
2VHW4RE6AKTN,98295356-9733-40bc-ae07-2b4ae18a57eb,04950939-162a-468d-8ff8-ee7d480dd527,sh1s,shit,"","",bodily fluids / excrement,none,none,1,Mild
4ACJA6QTDYMG,758c6789-5dca-4090-b423-4ff0aee0fa45,eca8294a-bc99-407c-a61d-39a5b2b21bac,shitey,shit,"","",bodily fluids / excrement,none,none,1.2,Mild
QD6PJTFGJ63Q,266243d9-6b4a-48b5-aead-e5ff1527d05e,e9ad564e-703c-4198-886b-de91800e6d5c,shiddick,shit,dick,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2,Strong
PKAFWTW2AW2G,7a621770-b4f6-4f63-ad21-b8174454cf09,1884e867-6ab7-4260-9410-78c91a089312,shiesterfuckface,fuck,shit,"",sexual anatomy / sexual acts,racial / ethnic slurs,none,2.8,Severe
N4F97QJYAMTH,da7863d2-0809-48e3-bde4-03470828c758,7f914a89-1a4c-494b-80f6-269437abf447,shitasses,shit,ass,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2,Strong
MTCJYTYKKHZJ,311d043f-0c73-43b2-880a-f982638522a4,5fec0c0b-d4cb-4cc9-9006-b13c119b419f,shitdick,shit,dick,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.4,Strong
MRVNFNWJW9AR,86c49167-d791-4614-a545-43541266bfa9,23ad435e-3706-4ac3-b64b-12d23a429e2e,sh1t,shit,"","",bodily fluids / excrement,none,none,1.2,Mild
NFN2M74RPJ2Q,94a61f8c-4dcd-4f0a-85fb-32c1700f6885,b2110b3c-dc6d-4bca-bd0a-e4faa91ea409,shiester,shiester,"","",racial / ethnic slurs,none,none,2,Strong
76VNAHQ9VAC3,2f995cc7-95e4-4c36-ad0d-ba6384217c71,4398254c-661a-4c0f-9070-80e1b6715f4f,shit-bandit,shit,"","",bodily fluids / excrement,other / general insult,none,1.6,Strong
EZCVAWE2HAMP,9d9c7b15-acb0-407f-89d4-f86d847fa620,e071a41d-0b94-4272-87fb-86990bdbb954,sausage jockey,sausage jockey,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
4JATFGXWXQXX,8c25b74c-0253-4ed8-b7af-9273001ac2e5,a8b33d64-8254-4cc6-8a51-dcee3924c000,sh3male,shemale,"","",sexual orientation / gender,none,none,2.4,Strong
QEZAEMV2WF9D,c8470ab0-2610-4d51-a93f-2b6816d69de9,1efc4aee-e338-4f56-9363-4a130e5a78f9,sh1tdick,shit,dick,"",sexual anatomy / sexual acts,none,none,2.4,Strong
CAG2KV7YTM69,70c9c406-17f0-4137-888d-d2a2e4c0b57a,1705c233-6ef2-41f8-b8da-7156b145e9f7,shite,shit,"","",bodily fluids / excrement,none,none,1,Mild
